LST,Built,DEM,MNDWI,NDBI,NDVI,Roads
35.57252225,0,3992.741003,-0.508818365,0.251557231,0.606852989,0
32.79570856,0,3899.374238,-0.449988046,0.200067184,0.534159978,0
29.8558838,0,3670.570085,-0.430213476,0.084432956,0.641197646,0
27.33267295,0,3272.658285,-0.437840937,0.004255521,0.760985733,0
36.9806411,0,3882.479745,-0.477529948,0.179630717,0.600097111,0
29.3321292,0,3542.228062,-0.445161646,0.052524262,0.687230178,0
29.15646861,0,3321.651829,-0.402858791,0.040109259,0.70969861,0
24.03606102,0,3200.975354,-0.402575514,-0.088530278,0.792332031,0
26.60791599,0,3190.651885,-0.487222293,-0.087404044,0.771450828,0
28.16507191,0,3774.792038,-0.41727148,0.063998205,0.719401488,0
30.2126966,0,3640.347467,-0.479135016,0.088590715,0.65005166,0
30.33432685,0,3124.473266,-0.45994072,-0.016946111,0.738083204,0
28.17618902,0,2873.577048,-0.401828214,-0.073700249,0.803587973,0
26.21161366,0,3048.387806,-0.412530423,-0.116232082,0.793185074,0
22.93519369,0,3186.250985,-0.489490417,-0.146906294,0.806286872,0
28.66006956,0,3846.212639,-0.406704486,0.073182445,0.692108286,0
26.63454338,0,3762.265179,-0.466558386,0.138137736,0.592695902,0
31.37254188,0,3305.602975,-0.471337334,0.013265785,0.721358325,0
33.83454168,0,2704.034283,-0.431673062,-0.027246519,0.811106147,0
31.97008868,0,2609.695566,-0.342350571,-0.094160103,0.842740079,0
33.26175843,0,2835.1684,-0.46600927,-0.083321879,0.801854797,0
28.13212219,0,3075.219059,-0.42744592,-0.147475805,0.812849752,0
28.68647377,0,3515.52288,-0.368740847,-0.017671704,0.744044586,0
29.45022303,0,3504.747219,-0.431977419,0.101195621,0.650380156,0
27.82208832,0,3024.515204,-0.431522016,-0.032084098,0.755929085,0
34.1398905,0,2648.387988,-0.429881578,0.001245602,0.785883398,0
36.17354404,0,2632.879228,-0.391813767,0.001001961,0.787502956,0
34.68233882,0,2409.680858,-0.409429218,-0.037045148,0.834098986,0
32.7307263,0,2460.231503,-0.416907498,-0.1038699,0.857634952,0
25.8935669,0,2981.712025,-0.397680412,-0.182057336,0.812307737,0
48.78763576,0,1528.502871,-0.33462623,0.045043765,0.808463079,0
44.48453657,0,1325.657211,-0.00639224,0.068046406,0.753904292,0.616067176
32.81457888,0,3476.287259,-0.384464974,0.078898722,0.675703165,0
33.43612873,0,2996.008584,-0.403564444,-0.010500709,0.749524636,0
36.20710045,0,2482.909642,-0.406653541,-0.03148445,0.797199605,0
38.55907419,0,2323.240854,-0.383104246,0.091510827,0.811525727,0.000563706
35.59647972,0,2329.157877,-0.360214351,-0.031885025,0.809856506,0.01712767
36.04566736,0,2159.940057,-0.370375184,-0.012861196,0.849047834,0.016066806
26.72118063,0,2583.220439,-0.253857532,-0.162537187,0.871649913,0.000130079
25.58289452,0,2936.458762,-0.409285274,-0.13914849,0.784322534,0
48.67099583,0,1407.916383,-0.219083852,0.054521813,0.773647471,0.469957322
44.08736265,0,1526.362187,-0.243403786,0.044316514,0.818664272,0.586845863
44.50219065,0,1948.671989,-0.318236804,-0.017372415,0.827968796,0.093223068
31.31661452,0,3546.064517,-0.462013625,0.023630246,0.68348783,0
34.77219002,0,3738.39047,-0.424187121,0.078667774,0.638474855,0
33.82573173,0,3682.419289,-0.379168347,0.043897812,0.66299213,0
29.01796189,0,3534.169481,-0.373724641,0.041715634,0.680017602,0
