LST,Built,DEM,MNDWI,NDBI,NDVI,Roads
39.29968038,8.675671686,49.19274416,-0.251875916,-0.132679254,0.661499553,0.004321334
38.24358429,4.046039822,45.16395694,-0.302276343,-0.107021191,0.714511866,0.001591508
36.95180297,0,113.8064985,-0.31122926,-0.146535163,0.830832569,0.001161608
37.09976963,0.000588928,118.2603557,-0.321792338,-0.15168557,0.811437826,0.000501512
40.43798337,5.83659306,89.69187142,-0.29954681,-0.118739945,0.703164087,0.002257063
44.9880605,27.95560438,6.586368133,-0.116923951,0.012734547,0.369337558,0.009533353
43.50103918,25.43414305,16.85434807,-0.174713349,-0.001560301,0.419291296,0.00974907
39.04331426,9.888985071,46.11541198,-0.196740619,-0.073564751,0.581215707,0.00553087
39.53465363,14.63630493,68.05083552,-0.254790106,-0.089096573,0.551603576,0.004775766
40.72390007,12.62702408,49.86163581,-0.21947335,-0.101581585,0.633572847,0.004416511
37.24196082,2.189853087,101.5604727,-0.169755683,-0.121353376,0.727612799,0.002711449
42.16669148,15.01417771,65.18240372,-0.167101348,-0.041487232,0.575030104,0.005097086
42.57135496,13.89248742,52.80482418,-0.189847249,-0.052028881,0.60700739,0.005378876
42.86496348,16.85121472,40.74758972,-0.213049016,-0.002364886,0.513859438,0.007457125
45.57668327,23.28975281,8.806664363,-0.072087956,0.010227051,0.330551794,0.009315631
41.1740125,13.13573259,59.11556932,-0.197330055,-0.089055675,0.59856674,0.006266134
39.46008925,13.79485839,92.50244841,-0.256162216,-0.101551751,0.580646411,0.005882203
38.05131749,23.48806004,70.96857595,-0.18814506,-0.044149594,0.462981139,0.009208464
42.38040283,19.79389441,77.785615,-0.142053524,-0.015511608,0.539771569,0.00898242
42.45818058,14.616733,68.28470522,-0.132327046,-0.055798487,0.600200778,0.010238999
41.58008371,16.62921348,71.02835811,-0.136815435,-0.047848737,0.586126533,0.007298093
41.54123387,16.75973642,65.2458639,-0.181660889,-0.04074287,0.566612887,0.007463593
37.26846139,5.216127768,147.0530274,-0.291464863,-0.197061137,0.74470033,0.00377062
34.00284373,0.270646014,223.3340914,-0.375885023,-0.280862984,0.808040926,0.00212369
35.41515724,0.189319092,44.73020011,-0.22899073,-0.191346576,0.75332323,0.00099413
47.70831672,7.649617152,7.459883777,-0.065397767,0.057979363,0.32670228,0.009385867
40.66529848,12.46390201,41.57328213,-0.139373022,-0.114293397,0.553723592,0.007327143
36.30765671,6.244825547,96.24922101,-0.267339567,-0.207716491,0.702936812,0.005649512
40.5583977,19.85412897,86.47399217,-0.191554839,-0.057882676,0.516720249,0.011682714
41.93209919,18.6111041,103.1543797,-0.155936442,-0.039050214,0.594547897,0.009908296
39.80158917,13.26746642,102.6664912,-0.099691439,-0.087192775,0.665088299,0.007590472
34.50489737,6.305920913,257.6649326,-0.120276774,-0.143105327,0.77847836,0.005348176
34.2004561,1.77330141,199.6050195,-0.230611191,-0.187836106,0.810415087,0.004564432
36.65168366,5.579856825,117.9436684,-0.277536947,-0.189686489,0.7482867,0.004635707
34.90332965,2.816408543,130.4853637,-0.289123461,-0.22134223,0.768374076,0.003420931
34.84802716,1.679652723,173.0359244,-0.346128488,-0.260378167,0.808446555,0.001487293
45.08628194,21.2401136,10.45054867,-0.086973578,-0.009823991,0.371900215,0.017559045
42.41096568,20.77727826,27.93156999,-0.145926215,-0.060574702,0.509527652,0.020775599
39.72797389,14.45739992,70.39881382,-0.155326536,-0.118080903,0.623544936,0.016501946
41.4199385,22.47222372,34.00382864,-0.110240066,-0.023003237,0.505235189,0.017919707
34.33265744,6.204023653,181.4730297,-0.093957765,-0.151408801,0.748149575,0.007674656
40.95590127,20.01156279,117.9934102,-0.150256493,-0.061838725,0.626018465,0.007891636
36.70040044,3.382105444,69.60539317,-0.256506537,-0.178211082,0.719242008,0.003342619
32.75957542,0.322717579,292.4918749,-0.322730866,-0.284008242,0.843604965,0.001554938
34.32623821,0.003135374,190.0791593,-0.288813922,-0.227536952,0.855192191,0.000182395
44.87704595,21.87837791,31.49783415,-0.038236955,-0.000207739,0.37986558,0.011366263
43.04040926,21.62019393,20.48356592,-0.082347164,-0.037055468,0.452443938,0.021184042
41.99050137,23.95942519,7.338081308,0.00237108,-0.017791959,0.503652405,0.015419719
33.39687937,0.192638567,165.5763098,-0.330480772,-0.255551082,0.855349727,0.001267954
35.72040086,0.973403184,97.25981027,-0.33713372,-0.22873794,0.808447985,0.002749511
