LST,Built,DEM,MNDWI,NDBI,NDVI,Roads
32.81876799,0,3818.176547,-0.479122836,0.144913139,0.638568427,0
27.70506664,0,3304.766031,-0.422822539,0.001012517,0.725690121,0
27.48131166,0,2887.78815,-0.455561106,-0.105310821,0.798636409,0
30.78687118,0,3416.652916,-0.400430647,0.037640888,0.748106818,0
30.12868043,0,3186.198934,-0.445827565,0.01952307,0.727632489,0
32.75940349,0,2646.354952,-0.405020046,-0.069932696,0.822102428,0
28.37632879,0,2946.240553,-0.441624175,-0.132634364,0.790526864,0
44.85725012,0,1834.009596,-0.345085364,0.01588917,0.805763142,0.602289401
46.30467905,0,1601.518358,-0.233573151,0.021465965,0.806617988,0.693222713
33.2338151,0,3618.827726,-0.43866574,0.047524895,0.675268728,0
31.33479463,0,3207.886482,-0.394109723,0.010179716,0.724334878,0
36.50823587,0,2314.527893,-0.362288938,-0.040001411,0.822783042,0.033873947
30.76722557,0,2334.095291,-0.339952813,-0.069914331,0.848213024,0.0780935
46.82889668,0,1502.48431,-0.231724723,0.064961888,0.778053023,0.703364544
40.08832334,0,2170.702892,-0.367610866,-0.04310972,0.826841027,0.389372579
44.48120093,0,2782.840445,-0.4030007,0.072551161,0.701811839,0.381730589
41.97564187,0,2881.164348,-0.423669616,0.045250021,0.718960077,0.174154645
34.22651748,0,3142.255286,-0.465349135,0.010453279,0.718980462,0
31.58933595,0,2705.766277,-0.444366153,-0.087243025,0.790056396,0
36.22245795,0,2298.988456,-0.396624355,-0.049805329,0.811754076,0
32.21612015,0,2889.336394,-0.314354266,-0.082850208,0.798104233,0.000663414
30.51304657,0,2628.091073,-0.368831364,-0.103307995,0.813850103,0.000647511
32.70066413,0,2318.382398,-0.374548499,-0.067219663,0.8306403,0
47.00566983,0.0012,1410.621945,-0.174258459,0.064631105,0.783119628,0.832572117
44.46738392,0,1958.471978,-0.387406713,0.029861804,0.832780165,0.176211084
38.45437033,0,2281.666499,-0.389341706,-0.025359254,0.830299637,0
36.36266514,0,2398.200751,-0.400844308,-0.140150675,0.829440013,0
34.4357755,0,2706.044441,-0.397202215,-0.09281011,0.766983769,0.290867401
32.48182745,0,3034.316045,-0.359596864,-0.114386705,0.777369181,0.071625908
40.92518316,0.0176,2855.855514,-0.406483091,0.002100375,0.775535526,0.406097327
43.4448723,0,2933.922468,-0.431741639,0.046131058,0.734286459,0.197640583
39.27798463,0,2548.267218,-0.423685127,-0.016858329,0.792070344,0.035875296
35.12655324,0,2465.20794,-0.384585499,-0.063188961,0.831617336,0
37.47589237,0,2200.432752,-0.408645283,-0.054475046,0.82984143,0.030181132
37.9379704,0.0272,1943.142572,-0.358020675,-0.059171085,0.842405231,0.053915848
34.17922029,0,2887.119306,-0.355179588,-0.029153462,0.776238822,7.54045E-06
36.29841456,0,2256.069802,-0.418437978,-0.025793291,0.808720576,0
40.59790911,0,1891.923116,-0.442726654,-0.048018969,0.828504484,0
41.59413479,0,1418.399488,-0.183880371,0.091192481,0.774431794,0.666036872
43.42176512,0,1932.13228,-0.367020164,0.002512366,0.796260866,0.337695807
35.61247811,0,2230.691787,-0.382986452,-0.058025606,0.786237386,0
41.29427053,0.0064,2084.921454,-0.413743763,-0.027730729,0.791397097,1.49422E-05
41.72331543,0,1991.929488,-0.406814981,-0.060417092,0.844637425,0.000119518
47.58301169,0,1414.396863,-0.352158021,-0.029279806,0.780009794,0.014598254
35.97493042,0,2739.716713,-0.429151334,-0.062328154,0.741493957,0.130425634
37.6300984,0,2977.410529,-0.413640108,-0.075025775,0.746685778,0.051568563
41.05682341,0,2655.066638,-0.445006109,0.012476146,0.795227014,0.436598482
40.88754255,0.1168,2411.222915,-0.443556767,0.011728421,0.823661369,0.475116238
38.34188739,0,2535.924913,-0.418827392,-0.020799191,0.800433195,0.020394326
38.33331773,0.0184,2203.389072,-0.390723817,-0.016214446,0.845518172,0
35.99404808,0,2087.177044,-0.310368682,-0.068482449,0.845680922,0.071043907
39.66631408,0.0068,1815.92008,-0.34325541,-0.045423656,0.826956086,0.657111224
30.4031039,0,2631.139943,-0.366844826,-0.168602234,0.834144279,0.249632643
29.36753681,0,2746.397401,-0.40537672,-0.161569196,0.811249339,0
33.23780461,0,2381.57515,-0.402399516,-0.157963264,0.846368811,0
37.31518664,0.0004,2083.595419,-0.373108073,-0.048800288,0.81995609,0.013291905
43.18496606,0.0348,1888.124408,-0.387075107,-0.022951601,0.783754299,0.499877074
44.81013887,0,1504.479705,-0.196612662,0.076118606,0.789044055,0.697350511
37.01379931,0.0084,1903.129427,-0.399860114,-0.014602383,0.786189981,0.173667588
41.65649725,0.098,1624.506288,-0.367935685,-0.018233152,0.797407501,0.478194044
40.62403782,0.0348,2148.771787,-0.41378813,-0.01045493,0.808215878,0.12468845
35.40327067,0,2423.841326,-0.428036354,-0.110212901,0.801822726,0
35.68319147,0,2387.355906,-0.400675147,-0.024689218,0.710845673,4.14357E-05
47.44678446,0.0416,1844.606147,-0.291463963,0.029808049,0.640497806,0.564938046
50.88538094,0.8564,1423.098929,-0.331119651,-0.015996665,0.743809904,0.769101504
46.81548847,0.3424,1316.458077,-0.30202179,-0.030016117,0.748678426,0.643794071
40.30843563,0,2866.379804,-0.448549473,0.049829813,0.708261094,0
38.53312698,0,2862.365724,-0.463187116,-0.003321129,0.746582742,0.011597637
40.67011546,0,2580.782643,-0.436825406,0.008972521,0.794953399,0.029143483
43.40449865,0,2042.433608,-0.395832703,0.014629599,0.828075399,0.115608909
41.46484066,0,1909.719176,-0.362731426,0.024894897,0.834564565,0.320334528
38.48368873,0,2046.18502,-0.348129217,0.003216934,0.84837539,0.073932924
35.03577473,0,2322.12378,-0.333240332,-0.090873178,0.837794324,3.7424E-05
40.700421,0.0392,1741.817706,-0.343346537,-0.062378117,0.832838056,0.273354195
36.57695858,0,2272.447756,-0.373625159,-0.070940118,0.824858026,0.024228477
37.80727762,0.0196,2120.88616,-0.428906478,-0.081146647,0.826985543,0
31.39076539,0,2634.223318,-0.380735534,-0.177015905,0.828127838,0.033208615
38.53700985,0,2298.617815,-0.426378412,-0.078219037,0.800331088,0.713979687
45.83713766,0,1840.314525,-0.42595323,0.026519139,0.754722811,0.27070519
39.072738,0,1752.340026,-0.183067563,-0.043367259,0.796986693,0.397689165
31.7726758,0.0008,2170.79963,-0.437571015,-0.088728055,0.783040512,0
37.75312934,0,2033.179695,-0.398089457,-0.031461614,0.80346158,0.039954908
44.02101786,0.6664,1904.431228,-0.374035721,-0.032514562,0.751536286,0.605727006
36.04785592,0,2390.409866,-0.423950369,-0.062984104,0.773873279,0.001104957
43.18505493,0.048,1981.167662,-0.423009704,0.019572852,0.75566035,2.50604E-06
48.91301523,0.2756,1589.473538,-0.342069929,-0.006654668,0.687078487,0.381921706
52.90325826,0.9204,1309.051338,-0.315117875,0.00203705,0.696058432,1.216394887
39.71474059,0,1770.805398,-0.371892764,-0.073336479,0.84520946,0.030775153
36.4876047,0,2800.851099,-0.463416198,-0.041768258,0.75676993,0
36.64890517,0,2628.728426,-0.423960348,0.027671236,0.821061141,0
40.73179569,0.0444,2199.821904,-0.405474243,0.031987526,0.829204667,0.089864436
41.84422721,0,1901.826299,-0.366430654,0.003976106,0.830403037,0.254265677
38.3958757,0.0244,1834.529944,-0.276365115,-0.041019466,0.845477974,0.374950144
42.58616314,0,1692.539749,-0.318527735,-0.002088951,0.82786421,0.229656287
40.45559643,0,2156.182987,-0.350948793,0.00297171,0.812705002,0
42.55391754,0.0776,1713.121599,-0.354991807,-0.044516488,0.822532422,0.114946888
41.49833042,0,1831.732524,-0.362610366,-0.032697712,0.820557108,0.104131361
41.76965968,0.0032,1800.245775,-0.427204701,-0.066428886,0.81455616,0.387440845
